Restaurant_name,Restaurant_url,Restaurant_location,Restaurant_minimum_order,Restaurant_additional_service_charge,Restaurant_additional_VAT,Restaurant_categories_name,Restaurant_categories_food_item_ingredient,Restaurant_categories_food_item_price
Roadhouse Cafe Thamel,https://foodmandu.com/Restaurant/Details/174,Thamel,500,10.0,Salads,Pasta,"Penne Pasta, Mushroom, Sun Dried Tomatoes, Capers, Black Olives & Feta Cheese",550.0
Roadhouse Cafe Thamel,https://foodmandu.com/Restaurant/Details/174,Thamel,500,10.0,Salads,Pasta,Unknown,575.0
Roadhouse Cafe Thamel,https://foodmandu.com/Restaurant/Details/174,Thamel,500,10.0,Salads,Pasta,Unknown,600.0
Roadhouse Cafe Thamel,https://foodmandu.com/Restaurant/Details/174,Thamel,500,10.0,Salads,Pasta,Unknown,500.0
Roadhouse Cafe Thamel,https://foodmandu.com/Restaurant/Details/174,Thamel,500,10.0,Salads,Pasta,"SERVED WITH SPICY TOMATO SAUCE, BLACK OLIVES & RUCOLA",625.0
Roadhouse Cafe Thamel,https://foodmandu.com/Restaurant/Details/174,Thamel,500,10.0,Salads,Pasta,"SERVED WITH SPICY TOMATO SAUCE, BLACK OLIVES & RUCOLA",525.0
Roadhouse Cafe Thamel,https://foodmandu.com/Restaurant/Details/174,Thamel,500,10.0,Salads,Pasta,Penne Pasta Served With Creamy Truffle Mushroom Sauce Classic,650.0
Roadhouse Cafe Thamel,https://foodmandu.com/Restaurant/Details/174,Thamel,500,10.0,Salads,Pasta,"Spaghetti or penne pasta with choice of bacon, onions in a cream sauce with fresh egg, parmesan & black pepper",725.0
Roadhouse Cafe Thamel,https://foodmandu.com/Restaurant/Details/174,Thamel,500,10.0,Salads,Pasta,"Spaghetti or penne pasta with choice of mushroom, onions in a cream sauce with fresh egg, parmesan & black pepper",600.0
Roadhouse Cafe Thamel,https://foodmandu.com/Restaurant/Details/174,Thamel,500,10.0,Salads,Pasta,Unknown,750.0
Roadhouse Cafe Thamel,https://foodmandu.com/Restaurant/Details/174,Thamel,500,10.0,Salads,Pasta,"LAYERS OF FLAT PASTA WITH MEAT SAUCE IN TOMATO & BÉCHAMEL SAUCE, BEEF",850.0
Roadhouse Cafe Thamel,https://foodmandu.com/Restaurant/Details/174,Thamel,500,10.0,Salads,Sides,Unknown,300.0
Roadhouse Cafe Thamel,https://foodmandu.com/Restaurant/Details/174,Thamel,500,10.0,Salads,Sides,Unknown,350.0
Roadhouse Cafe Thamel,https://foodmandu.com/Restaurant/Details/174,Thamel,500,10.0,Salads,Sides,Unknown,150.0
Roadhouse Cafe Thamel,https://foodmandu.com/Restaurant/Details/174,Thamel,500,10.0,Salads,Sandwich & Burgers,"Brown bread with cheese, lettuce, tomato served with matchstick potatoes.",500.0
Roadhouse Cafe Thamel,https://foodmandu.com/Restaurant/Details/174,Thamel,500,10.0,Salads,Sandwich & Burgers,"Brown bread with ham, bacon, chicken, egg, cheese, lettuce, tomato served with matchstick potatoes.",650.0
Roadhouse Cafe Thamel,https://foodmandu.com/Restaurant/Details/174,Thamel,500,10.0,Salads,Sandwich & Burgers,"Grilled chicken patty, cheddar cheese, gherkins, lettuce, tomato, charred onion & mustard mayonnaise served with matchstick potatoes",700.0
Roadhouse Cafe Thamel,https://foodmandu.com/Restaurant/Details/174,Thamel,500,10.0,Salads,Mains,Served With Tartare Sauce,750.0
Roadhouse Cafe Thamel,https://foodmandu.com/Restaurant/Details/174,Thamel,500,10.0,Salads,Mains,Bread crumbed & fried tender chicken with loaded parmesan served in bed of pasta,850.0
Roadhouse Cafe Thamel,https://foodmandu.com/Restaurant/Details/174,Thamel,500,10.0,Salads,Mains,Barbequed Glazed Pork Chop Served With Roasted Garlic And Potatoes With Jalapeño,1100.0
Roadhouse Cafe Thamel,https://foodmandu.com/Restaurant/Details/174,Thamel,500,10.0,Salads,Mains,"Pan Seared Fish With Jalapeño Potatoes, And Lemon Butter Sauce",750.0
Roadhouse Cafe Thamel,https://foodmandu.com/Restaurant/Details/174,Thamel,500,10.0,Salads,Mains,"Imported Steak Grilled To Perfection With Mustard, Pepper And Mushroom Sauce Temperature (Mid-level, high-level)",1200.0
Roadhouse Cafe Thamel,https://foodmandu.com/Restaurant/Details/174,Thamel,500,10.0,Salads,Dessert,Unknown,350.0
Roadhouse Cafe Thamel,https://foodmandu.com/Restaurant/Details/174,Thamel,500,10.0,Salads,Dessert,Unknown,450.0
Roadhouse Cafe Thamel,https://foodmandu.com/Restaurant/Details/174,Thamel,500,10.0,Salads,Dessert,Unknown,425.0
Roadhouse Cafe Thamel,https://foodmandu.com/Restaurant/Details/174,Thamel,500,10.0,Salads,Dessert,Unknown,500.0
Roadhouse Cafe Thamel,https://foodmandu.com/Restaurant/Details/174,Thamel,500,10.0,Salads,Seasonal Special,"Mozzarella, Bocconcini, Salami, Ham, Mushroom, Capsicum, Cherry Tomato",915.0
Roadhouse Cafe Thamel,https://foodmandu.com/Restaurant/Details/174,Thamel,500,10.0,Salads,Seasonal Special,"Mozzarella, Avocado, Goat Cheese, Buffalo Mozzarella & Candied Walnuts",795.0
Roadhouse Cafe Thamel,https://foodmandu.com/Restaurant/Details/174,Thamel,500,10.0,Salads,Seasonal Special,Blueberry Compote & Creamy Cheese In Vanilla Sponge,400.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Veg Momo - Punjabi Style,Unknown,300.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Veg Momo - Punjabi Style,Unknown,400.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Veg Momo - Punjabi Style,Unknown,240.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Non Veg Momo Punjabi Style,Unknown,350.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Non Veg Momo Punjabi Style,Unknown,425.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Non Veg Momo Punjabi Style,Unknown,325.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Meal Combos - Veg,Unknown,265.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Meal Combos - Veg,Unknown,250.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Meal Combos - Veg,Unknown,265.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Meal Combos - Veg,Unknown,375.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Meal Combos - Non Veg,Unknown,450.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Meal Combos - Non Veg,Unknown,400.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Biryani and Rice,Unknown,150.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Biryani and Rice,Unknown,150.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Biryani and Rice,Long Grain Basmati rice cooked in typical Amritsari style with Chicken and oriental spices in earthen pot on slow fire for 4 hours.,700.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Biryani and Rice,Mutton Lahori Biryani with Raita 750 Long Grain Basmati rice cooked in typical Karachi Style with Mutton and oriental spices in earthen pot on slow fire for 4 hours,1000.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Biryani and Rice,Long Grain Basmati rice cooked in typical Karachi Style with assorted vegetables and cottage cheese and oriental spices in earthen pot on slow fire for 4 hours.,550.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Veg Starters,Pan fried onion rings in oriental batter,350.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Veg Starters,"Finely chopped vegetables, spinach, green peas, cottage Cheeses bound together with Yellow lentils and green chilies. ( 40 MINUTES PREPARATION TIME )",380.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Veg Starters,Unknown,490.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Veg Starters,Unknown,450.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Veg Starters,Unknown,350.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Veg Starters,Unknown,350.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Veg Starters,Unknown,390.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Non Veg Starters,"Mince of mutton mixed with our selecion of herbs and spices, skewered in clay oven",800.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Non Veg Starters,Unknown,550.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Non Veg Starters,Unknown,1000.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Non Veg Starters,Unknown,480.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Non Veg Starters,Unknown,480.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Non Veg Starters,Unknown,480.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Non Veg Starters,Unknown,550.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Non Veg Starters,Unknown,900.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Non Veg Starters,Unknown,800.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Veg Rolls,Unknown,375.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Veg Rolls,Unknown,375.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Veg Rolls,Unknown,240.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Non Veg Rolls,Unknown,400.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Non Veg Rolls,Unknown,430.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Non Veg Rolls,Unknown,240.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Veg Main Course,Unknown,600.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Veg Main Course,Unknown,500.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Veg Main Course,Unknown,550.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Veg Main Course,Unknown,350.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Veg Main Course,Unknown,450.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Veg Main Course,Unknown,480.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Veg Main Course,Unknown,480.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Veg Main Course,Unknown,480.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Veg Main Course,Unknown,450.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Veg Main Course,Unknown,450.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Veg Main Course,Unknown,425.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Veg Main Course,Unknown,425.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Veg Main Course,Unknown,400.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Veg Main Course,Unknown,425.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Non Veg Main Course,Unknown,600.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Non Veg Main Course,Unknown,1000.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Non Veg Main Course,Unknown,580.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Non Veg Main Course,Unknown,650.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Non Veg Main Course,Unknown,550.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Non Veg Main Course,Unknown,580.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Non Veg Main Course,Unknown,950.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Non Veg Main Course,Unknown,650.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Non Veg Main Course,Unknown,450.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Non Veg Main Course,Unknown,550.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Rice Preparations,Unknown,700.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Rice Preparations,Unknown,550.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Rice Preparations,Unknown,150.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Rice Preparations,Unknown,150.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Bread,Unknown,40.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Bread,Unknown,60.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Bread,Unknown,80.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Bread,Unknown,100.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Bread,Unknown,120.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Bread,Unknown,150.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Bread,Unknown,200.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Bread,Unknown,120.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Bread,Unknown,120.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Bread,Unknown,250.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Bread,Unknown,200.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Sides,"Chopped vegetables, blended in curd topped up with selective spices.",150.0
Mittraan Da Dhaba,https://foodmandu.com/Restaurant/Details/332,Hariharbhawan,500,10.0,5 Pcs Momo,Sides,"Urad Dal fritters, soaked overnight and topped up with a balanced sweet and salted creamy curd topped up with tangy chutneys, a must try famous Delhi street food.",250.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,Unknown,300.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,Unknown,250.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,Unknown,250.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,"Special classic fresh dough, smoke BBQ sauce and mozzarella pizza cheese.with green paper, onion, mushrooms, sweet corn special BBQ marinated fajita chicken",1050.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,"Special classic fresh dough, pizza sauce and mozzarella pizza cheese with green paper, onion, mushrooms, special marinated fajita chicken.",1000.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,"Special classic fresh dough, imported white ranch sauce and mozzarella pizza cheese, special BBQ marinated fajita chicken covered with white ranch sauce.",1000.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,"Special classic fresh dough, pizza sauce and mozzarella pizza cheese covered with pork pepperoni, green paper, onion, mushrooms, black olives, special marinated fajita chicken.",1100.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,"Special classic fresh dough, pizza sauce and mozzarella pizza cheese with green paper, onion, fresh jalapeno diced, green chilli, special marinated chilli fajita chicken",1000.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,"Special classic fresh dough, pizza sauce and mozzarella pizza cheese covered with imported pork pepperoni & pineapple.",1000.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,"Special classic fresh dough, pizza sauce and mozzarella pizza cheese.",1000.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,"Special classic fresh dough, pizza sauce and mozzarella pizza cheese with green paper, onion, mushrooms, black olives, fresh diced tomato",1000.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,Unknown,1100.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,"Special classic fresh dough, pizza sauce and mozzarella pizza cheese covered with imported pork pepperoni.& Fresh Jalapeno.",1000.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,"Special classic fresh dough, pizza sauce and mozzarella pizza cheese covered with imported pork pepperoni & mushrooms.",1000.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,"Special classic fresh dough, pizza sauce and mozzarella pizza cheese covered with imported pork pepperoni",1000.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,"Special classic fresh dough, pizza sauce and mozzarella pizza cheese covered with pork pepperoni, green paper, onion, mushrooms, black olives, special marinated fajita chicken.",850.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,Unknown,850.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,"Special classic fresh dough, pizza sauce and mozzarella pizza cheese with green paper, onion, mushrooms, black olives, fresh diced tomato",750.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,"Special classic fresh dough, pizza sauce and mozzarella pizza cheese with green paper, onion, fresh jalapeno diced, green chilli, special marinated chilli fajita chicken",750.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,"Special classic fresh dough, pizza sauce and mozzarella pizza cheese covered with imported pork pepperoni & mushrooms.",750.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,"Special classic fresh dough, pizza sauce and mozzarella pizza cheese covered with imported pork pepperoni.& Fresh Jalapeno.",750.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,"Special classic fresh dough, pizza sauce and mozzarella pizza cheese",700.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,"Special classic fresh dough, pizza sauce and mozzarella pizza cheese covered with imported pork pepperoni & pineapple.",800.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,"Special classic fresh dough, imported white ranch sauce and mozzarella pizza cheese, special BBQ marinated fajita chicken covered with white ranch sauce.",800.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,"Special classic fresh dough, pizza sauce and mozzarella pizza cheese with green paper, onion, mushrooms, special marinated fajita chicken.",800.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,"Special classic fresh dough, smoke BBQ sauce and mozzarella pizza cheese.with green paper, onion, mushrooms, sweet corn special BBQ marinated fajita chicken",800.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,Unknown,650.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,"Special classic fresh dough, pizza sauce and mozzarella pizza cheese with green paper, onion, mushrooms, black olives, fresh diced tomato",550.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,"Special classic fresh dough, pizza sauce and mozzarella pizza cheese with green paper, onion, fresh jalapeno diced, green chilli, special marinated chilli fajita chicken",600.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,"Special classic fresh dough, smoke BBQ sauce and mozzarella pizza cheese.with green paper, onion, mushrooms, sweet corn special BBQ marinated fajita chicken",650.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,"Special classic fresh dough, imported white ranch sauce and mozzarella pizza cheese, special BBQ marinated fajita chicken covered with white ranch sauce.",600.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,"Special classic fresh dough, pizza sauce and mozzarella pizza cheese with green paper, onion, mushrooms, special marinated fajita chicken.",550.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,"Special classic fresh dough, pizza sauce and mozzarella pizza cheese covered with imported pork pepperoni & pineapple.",600.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,"Special classic fresh dough, pizza sauce and mozzarella pizza cheese covered with imported pork pepperoni & mushrooms.",550.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,"Special classic fresh dough, pizza sauce and mozzarella pizza cheese covered with imported pork pepperoni.& Fresh Jalapeno.",600.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,"Special classic fresh dough, pizza sauce and mozzarella pizza cheese",500.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,"Special classic fresh dough, pizza sauce and mozzarella pizza cheese covered with imported pork pepperoni",550.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,Extra,100.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,"Special classic fresh dough, pizza sauce and mozzarella pizza cheese covered with pork pepperoni, green paper, onion, mushrooms, black olives, special marinated fajita chicken.",650.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,Unknown,200.0
