"Restaurant_name","Restaurant_url","Restaurant_location","Restaurant_minimum_order","Restaurant_additional_service_charge","Restaurant_additional_VAT","Restaurant_categories_name","Restaurant_categories_food_item_ingredient","Restaurant_categories_food_item_price"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Soup","Cream of pumpkin soup with focaccia bread.","445.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Soup","Traditional minestrone soup served with focaccia bread","460.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Soup","Traditional Italian cream of tomato soup with focaccia bread.","445.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Organic Salad","Mixed lettuce with boiled eggs, homemade dressing on the side","380.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Organic Salad","Mixed lettuce with a boiled egg, homemade dressing on the side. With chicken, tuna or feta cheese.","585.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Organic Salad","Italian style salad, homemade dressing on the side","380.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Organic Salad","Tuna, onion, potato, tomato, olives and capers tossed inolive oil","610.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Organic Salad","Italian style salad, homemade dressing on the side With chicken, tuna or feta cheese.","585.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Organic Salad","Slices of fresh mozzarella and tomato with oregano, basil and olive oil.","620.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Signature Pizza (12 inch)","Tomato sauce, mozzarella, sautéed onions","705.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Signature Pizza (12 inch)","Tomato, pesto sauce, mozzarella, fried potatoes, oregano, rosemary","850.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Signature Pizza (12 inch)","Tomato sauce, mozzarella, chicken, mushrooms, sun-dried tomatoes","850.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Signature Pizza (12 inch)","Tomato sauce, mozzarella, spicy meat sauce, coriander, chilies","850.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Signature Pizza (12 inch)","Tomato sauce, mozzarella, spinach, zucchini, bacon, garlic, parmesan","860.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Signature Pizza (12 inch)","Tomato sauce, mozzarella, spinach, zucchini, mushrooms, garlic, parmesan","850.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Signature Pizza (12 inch)","Tomato sauce, mozzarella, spinach, ricotta, parmesan","780.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Signature Pizza (12 inch)","Tomato sauce, mozzarella, onion, olives, tuna, fresh tomato, rocket","840.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Signature Pizza (12 inch)","Tomato sauce, sliced mozzarella, cherry tomatoes, pesto sauce","750.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Signature Pizza (12 inch)","Tomato sauce, mozzarella, sun-dried tomatoes, rocket, oregano, garlic","750.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Signature Pizza (12 inch)","Tomato sauce, mozzarella, Grilled Vegetables; zucchini, eggplant, red and yellow peppers, onions, garlic, black olives","850.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Signature Pizza (12 inch)","extra mozzarella cheese, cherry tomatoes, pesto","915.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Half & Half Pizza","","378.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Half & Half Pizza","","450.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Half & Half Pizza","","450.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Half & Half Pizza","","450.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Half & Half Pizza","","445.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Half & Half Pizza","","400.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Half & Half Pizza","","400.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Half & Half Pizza","Tomato sauce,mozzarella","348.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Half & Half Pizza","Tomato sauce, mozzarella, aubergines, black olives, garlic","385.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Half & Half Pizza","Tomato sauce, mozzarella, green peppers, jalapeños, green olives","390.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Half & Half Pizza","Tomato sauce, mozzarella, ham","413.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Half & Half Pizza","Tomato sauce, mozzarella, salami","413.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Half & Half Pizza","Tomato sauce, mozzarella, mushrooms","450.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Half & Half Pizza","Tomato sauce, mozzarella, cooked ham, artichokes, olives","433.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Half & Half Pizza","Tomatoes, mozzarella, ham, pineapple, green peppers, ginger, oregano","433.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Half & Half Pizza","Tomato sauce, imported Italian anchovies, black olives, capers, oregano. served without cheese but optional","428.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Half & Half Pizza","","450.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Half & Half Pizza","","455.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Half & Half Pizza","","450.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Half & Half Pizza","","415.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Half & Half Pizza","Tomato sauce, mozzarella, olives, oregano","370.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Half & Half Pizza","Tomato sauce, mozzarella, red and yellow peppers, olives,","518.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Half & Half Pizza","Tomato sauce, mozzarella, sweet corn, chicken, potatoes, rosemary","450.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Half & Half Pizza","Tomato sauce, mozzarella, pepperoni","413.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Half & Half Pizza","Tomato sauce, mozzarella, ham, mushrooms","428.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Half & Half Pizza","Tomato sauce, blue cheese, mozzarella, kanchan cheese, ricotta","445.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Pizza","Tomato sauce,mozzarella","645.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Pizza","Tomato sauce, mozzarella, aubergines, black olives, garlic","720.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Pizza","Tomato sauce, mozzarella, green peppers, jalapeños, green olives","730.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Pizza","Tomato sauce, mozzarella, ham","775.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Pizza","Tomato sauce, mozzarella, salami","775.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Pizza","Tomato sauce, mozzarella,mushrooms","850.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Pizza","Tomato sauce, mozzarella, olives, oregano","690.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Pizza","Tomato sauce, mozzarella, red and yellow peppers, olives,","985.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Pizza","Tomato sauce, mozzarella, sweet corn, chicken, potatoes, rosemary","850.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Pizza","Mozzarella, ham, mushrooms, egg. Tomato sauce is optional","840.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Pizza","Mozzarella, ricotta, potatoes, spinach. Tomato sauce is optional","805.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Pizza","Tomato sauce, mozzarella, pepperoni","775.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Pizza","Tomato sauce, mozzarella, ham, mushrooms","805.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Pizza","Tomato sauce, blue cheese, mozzarella, kanchan cheese, ricotta","840.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Pizza","Tomato sauce, mozzarella, cooked ham, artichokes, olives","815.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Pizza","Tomatoes, mozzarella, ham, pineapple, green peppers, ginger, oregano","815.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Pizza","Tomato sauce, imported Italian anchovies, black olives, capers, oregano. served without cheese but optional","805.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Extra Toppings for Pizza","","265.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Extra Toppings for Pizza","","265.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Extra Toppings for Pizza","","265.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Extra Toppings for Pizza","","265.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Extra Toppings for Pizza","Spinach","165.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Extra Toppings for Pizza","","180.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Extra Toppings for Pizza","","265.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Extra Toppings for Pizza","","250.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Extra Toppings for Pizza","","165.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Extra Toppings for Pizza","","250.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Extra Toppings for Pizza","","180.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Extra Toppings for Pizza","","265.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Extra Toppings for Pizza","","65.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Antipasti","Freshly oven baked foccacia bread with olive oil and melted mozzarella cheese ~ option for whole wheat crust","435.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Antipasti","Freshly oven baked pizza bread drizzled with imported olive oil.","320.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Antipasti","Freshly oven baked pizza bread drizzled with imported olive oil.","300.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Antipasti","Choice of ham or salami with lettuce, cucumber and gherkins.","445.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Antipasti","Tuna with lettuce, cucumber and tomatoes.","470.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Antipasti","Choice of Kanchan cheese and sun-dried tomatoes or mozzarella cheese and sun-dried tomatoes.","420.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Antipasti","Light and crispy fried potato slices served with fresh, tangy tomato and guacamole","570.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Spaghetti Or Penne","Garlic, olive oil, chilli, capers","520.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Spaghetti Or Penne","Homemade tomato sauce","545.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Spaghetti Or Penne","Tomatoes, aubergines, mozzarella, garlic","575.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Spaghetti Or Penne","Egg and bacon","730.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Spaghetti Or Penne","Tomato sauce, black olives, capers, chilli","620.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Spaghetti Or Penne","Tomato sauce, bacon, onion","655.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Spaghetti Or Penne","Basil sauce ~ when available, Contains Nuts","750.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Spaghetti Or Penne","Traditional Italian meat sauce","730.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Spaghetti Or Penne","Tomato sauce, imported Italian anchovies, olives, capers and chilies","685.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Spaghetti Or Penne","Marinated chicken breast with olive oil, mushrooms, tomatoes, herbs on a bed of spaghetti,rice or corn cakes .","1,155.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Spaghetti Or Penne","Fresh tomatoes, parsley and king prawns on a bed of spaghetti","1,155.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Spaghetti Or Penne","Spaghetti with meatballs","710.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Spaghetti Or Penne","Spaghetti with vegetarian dumplings","675.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Spaghetti Or Penne","Extra","100.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Risotto","","680.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Risotto","","785.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Risotto","","835.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Home Made Gnocchi","","510.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Home Made Gnocchi","","680.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Side Dishes","","235.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Side Dishes","","250.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Side Dishes","","250.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Side Dishes","","250.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Side Dishes","","365.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Side Dishes","","420.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Side Dishes","","320.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Dessert","","295.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Dessert","","295.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Dessert","","360.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Dessert","","315.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Oven Baked Dishes","Layers of homemade pasta, tomato sauce, traditional Italian meat sauce and béchamel.","775.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Oven Baked Dishes","Layers of homemade pasta, tomato sauce, seasonal vegetables and béchamel.","745.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Oven Baked Dishes","","640.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Oven Baked Dishes","Coarsely Ground Corn","550.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Oven Baked Dishes","","640.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Oven Baked Dishes","","640.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Oven Baked Dishes","Savoury Pancakes filled with Ham or Chicken and Mushroom topped with a creamy Parmesan sauce.","830.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Oven Baked Dishes","Oven baked Penne Pasta in Béchamel Sauce and Parmesan cheese.","575.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Oven Baked Dishes","Béchamel sauce, onion, mushrooms, peas and Parmesan cheese with Chicken.","765.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Oven Baked Dishes","Bechamel sauce, Onion, Mushrooms, Peas, Parmesan Cheese","680.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Oven Baked Dishes","Savoury Pancakes filled with Mozzarella, Ricotta, Fresh Spinach topped with a creamy Parmesan sauce. and a hint of Tomato Sauce.","765.00"
"Fire And Ice Pizzeria","https://foodmandu.com/Restaurant/Details/269","Thamel","Rs. 500.00","10 %","Soup","Bottle Pickle Chilly","","130.00"
"KFC : Durbar Marg","https://foodmandu.com/Restaurant/Details/442","Durbar Marg","Rs. 500.00","N/A","Foodmandu Exclusive Menu","Foodmandu Exclusive Menu","4 HC + 6 Chicken Boneless Strips + 6 Wings","1,849.00"
"KFC : Durbar Marg","https://foodmandu.com/Restaurant/Details/442","Durbar Marg","Rs. 500.00","N/A","Foodmandu Exclusive Menu","Foodmandu Exclusive Menu","Zinger + 1 Medium Popcorn","1,149.00"
"KFC : Durbar Marg","https://foodmandu.com/Restaurant/Details/442","Durbar Marg","Rs. 500.00","N/A","Foodmandu Exclusive Menu","Foodmandu Exclusive Menu","10 Piece Strips + 2 Dips","1,019.00"
"KFC : Durbar Marg","https://foodmandu.com/Restaurant/Details/442","Durbar Marg","Rs. 500.00","N/A","Foodmandu Exclusive Menu","Foodmandu Exclusive Menu","Xtra Large Popcorn","949.00"
"KFC : Durbar Marg","https://foodmandu.com/Restaurant/Details/442","Durbar Marg","Rs. 500.00","N/A","Foodmandu Exclusive Menu","KFC Combo","H&C - 4 Pc & Smoky Red - 4 Pc","1,599.00"
"KFC : Durbar Marg","https://foodmandu.com/Restaurant/Details/442","Durbar Marg","Rs. 500.00","N/A","Foodmandu Exclusive Menu","Smoky Red Grilled Chicken","Grilled drum glazed with hot sauce and flavorful spices","459.00"
"KFC : Durbar Marg","https://foodmandu.com/Restaurant/Details/442","Durbar Marg","Rs. 500.00","N/A","Foodmandu Exclusive Menu","Smoky Red Grilled Chicken","Grilled drum glazed with hot sauce and flavorful spices","1,139.00"
"KFC : Durbar Marg","https://foodmandu.com/Restaurant/Details/442","Durbar Marg","Rs. 500.00","N/A","Foodmandu Exclusive Menu","Snacks/Sides","","459.00"
"KFC : Durbar Marg","https://foodmandu.com/Restaurant/Details/442","Durbar Marg","Rs. 500.00","N/A","Foodmandu Exclusive Menu","Snacks/Sides","","369.00"
"KFC : Durbar Marg","https://foodmandu.com/Restaurant/Details/442","Durbar Marg","Rs. 500.00","N/A","Foodmandu Exclusive Menu","Snacks/Sides","","369.00"
"KFC : Durbar Marg","https://foodmandu.com/Restaurant/Details/442","Durbar Marg","Rs. 500.00","N/A","Foodmandu Exclusive Menu","Snacks/Sides","","665.00"
"KFC : Durbar Marg","https://foodmandu.com/Restaurant/Details/442","Durbar Marg","Rs. 500.00","N/A","Foodmandu Exclusive Menu","Snacks/Sides","","65.00"
"KFC : Durbar Marg","https://foodmandu.com/Restaurant/Details/442","Durbar Marg","Rs. 500.00","N/A","Foodmandu Exclusive Menu","Snacks/Sides","2 H & C + Medium Fries","599.00"
"KFC : Durbar Marg","https://foodmandu.com/Restaurant/Details/442","Durbar Marg","Rs. 500.00","N/A","Foodmandu Exclusive Menu","Snacks/Sides","Large PC + Fries","699.00"
"KFC : Durbar Marg","https://foodmandu.com/Restaurant/Details/442","Durbar Marg","Rs. 500.00","N/A","Foodmandu Exclusive Menu","Snacks/Sides","","499.00"
"KFC : Durbar Marg","https://foodmandu.com/Restaurant/Details/442","Durbar Marg","Rs. 500.00","N/A","Foodmandu Exclusive Menu","Snacks/Sides","","250.00"
"KFC : Durbar Marg","https://foodmandu.com/Restaurant/Details/442","Durbar Marg","Rs. 500.00","N/A","Foodmandu Exclusive Menu","Group Bucket","4 HC + 6 Wings + 4 Strips + 1 Pepsi Pet Bottle & 3 Dips","1,999.00"
"KFC : Durbar Marg","https://foodmandu.com/Restaurant/Details/442","Durbar Marg","Rs. 500.00","N/A","Foodmandu Exclusive Menu","Group Bucket","3 HC + 3 Wings + 3 Boneless Strips + 1 Medium Popcorn","1,599.00"
"KFC : Durbar Marg","https://foodmandu.com/Restaurant/Details/442","Durbar Marg","Rs. 500.00","N/A","Foodmandu Exclusive Menu","Group Bucket","4 HC + 4 Wings + 6 Strips + 2 Dips","1,599.00"
"KFC : Durbar Marg","https://foodmandu.com/Restaurant/Details/442","Durbar Marg","Rs. 500.00","N/A","Foodmandu Exclusive Menu","Group Bucket","6 Pc HC + 4 Pc Ch. Strips + 2 Rice Bowls + Pepsi 2 Ltr","2,499.00"
"KFC : Durbar Marg","https://foodmandu.com/Restaurant/Details/442","Durbar Marg","Rs. 500.00","N/A","Foodmandu Exclusive Menu","A La Carte Bucket","","1,599.00"
"KFC : Durbar Marg","https://foodmandu.com/Restaurant/Details/442","Durbar Marg","Rs. 500.00","N/A","Foodmandu Exclusive Menu","A La Carte Bucket","","1,249.00"
"KFC : Durbar Marg","https://foodmandu.com/Restaurant/Details/442","Durbar Marg","Rs. 500.00","N/A","Foodmandu Exclusive Menu","A La Carte Bucket","","849.00"
"KFC : Durbar Marg","https://foodmandu.com/Restaurant/Details/442","Durbar Marg","Rs. 500.00","N/A","Foodmandu Exclusive Menu","Rice","A complete meal in a bowl, loaded with KFC's exotic Rice, with a topping of chicken popcorn.","349.00"
