"Restaurant_name","Restaurant_url","Restaurant_location","Restaurant_minimum_order","Restaurant_additional_service_charge","Restaurant_additional_VAT","Restaurant_categories_name","Restaurant_categories_food_item_ingredient","Restaurant_categories_food_item_price"
"The Full Moon Pizzeria Cafe","https://foodmandu.com/Restaurant/Details/570","Dhumbarahi","Rs. 500.00","10 %","Lockdown Menu","Lockdown Menu","","200.00"
"The Full Moon Pizzeria Cafe","https://foodmandu.com/Restaurant/Details/570","Dhumbarahi","Rs. 500.00","10 %","Lockdown Menu","Lockdown Menu","","200.00"
"The Full Moon Pizzeria Cafe","https://foodmandu.com/Restaurant/Details/570","Dhumbarahi","Rs. 500.00","10 %","Lockdown Menu","Lockdown Menu","","250.00"
"The Full Moon Pizzeria Cafe","https://foodmandu.com/Restaurant/Details/570","Dhumbarahi","Rs. 500.00","10 %","Lockdown Menu","Lockdown Menu","","250.00"
"The Full Moon Pizzeria Cafe","https://foodmandu.com/Restaurant/Details/570","Dhumbarahi","Rs. 500.00","10 %","Lockdown Menu","Lockdown Menu","","250.00"
"The Full Moon Pizzeria Cafe","https://foodmandu.com/Restaurant/Details/570","Dhumbarahi","Rs. 500.00","10 %","Lockdown Menu","Lockdown Menu","","300.00"
"The Full Moon Pizzeria Cafe","https://foodmandu.com/Restaurant/Details/570","Dhumbarahi","Rs. 500.00","10 %","Lockdown Menu","Lockdown Menu","","200.00"
"The Full Moon Pizzeria Cafe","https://foodmandu.com/Restaurant/Details/570","Dhumbarahi","Rs. 500.00","10 %","Lockdown Menu","Lockdown Menu","","450.00"
"The Full Moon Pizzeria Cafe","https://foodmandu.com/Restaurant/Details/570","Dhumbarahi","Rs. 500.00","10 %","Lockdown Menu","Lockdown Menu","","550.00"
"The Full Moon Pizzeria Cafe","https://foodmandu.com/Restaurant/Details/570","Dhumbarahi","Rs. 500.00","10 %","Lockdown Menu","Lockdown Menu","","350.00"
"The Full Moon Pizzeria Cafe","https://foodmandu.com/Restaurant/Details/570","Dhumbarahi","Rs. 500.00","10 %","Lockdown Menu","Lockdown Menu","","200.00"
"The Full Moon Pizzeria Cafe","https://foodmandu.com/Restaurant/Details/570","Dhumbarahi","Rs. 500.00","10 %","Lockdown Menu","Lockdown Menu","","250.00"
"The Full Moon Pizzeria Cafe","https://foodmandu.com/Restaurant/Details/570","Dhumbarahi","Rs. 500.00","10 %","Lockdown Menu","Lockdown Menu","","300.00"
"The Full Moon Pizzeria Cafe","https://foodmandu.com/Restaurant/Details/570","Dhumbarahi","Rs. 500.00","10 %","Lockdown Menu","Lockdown Menu","","450.00"
"The Full Moon Pizzeria Cafe","https://foodmandu.com/Restaurant/Details/570","Dhumbarahi","Rs. 500.00","10 %","Lockdown Menu","Lockdown Menu","","450.00"
"The Full Moon Pizzeria Cafe","https://foodmandu.com/Restaurant/Details/570","Dhumbarahi","Rs. 500.00","10 %","Lockdown Menu","Lockdown Menu","","1,099.00"
"The Full Moon Pizzeria Cafe","https://foodmandu.com/Restaurant/Details/570","Dhumbarahi","Rs. 500.00","10 %","Lockdown Menu","Lockdown Menu","","799.00"
"The Full Moon Pizzeria Cafe","https://foodmandu.com/Restaurant/Details/570","Dhumbarahi","Rs. 500.00","10 %","Lockdown Menu","Lockdown Menu","","400.00"
"The Full Moon Pizzeria Cafe","https://foodmandu.com/Restaurant/Details/570","Dhumbarahi","Rs. 500.00","10 %","Lockdown Menu","Lockdown Menu","","599.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","12"" Firewood Pizza","","695.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","12"" Firewood Pizza","Smoke chicken , bacon, ham, seasonal veg with mozzarella cheese","795.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","12"" Firewood Pizza","Tomato sauce, Mozzarella cheese and basil","550.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","12"" Firewood Pizza","Mozzarella cheese with Mushroom","640.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","12"" Firewood Pizza","Smoked Chicken,Ham,Salami,Chicken Sausage with mozzarella cheese","795.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","12"" Firewood Pizza","Mozzarella cheese and Double Kanchan cheese","670.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","12"" Firewood Pizza","(Grilled Onion, Tandoori style chicken and mozzarella cheese)","695.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","12"" Firewood Pizza","","695.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","12"" Firewood Pizza","","675.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","12"" Firewood Pizza","Fully loaded with smoked chicken and bacon with mozzarella cheese","710.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","12"" Firewood Pizza","Ham, pineapple with Mozzarella cheese","695.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","12"" Firewood Pizza","Tomato sauce, smoked chicken pineapple with mozzarella cheese","695.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","12"" Firewood Pizza","","695.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","12"" Firewood Pizza","","675.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","12"" Firewood Pizza","Ham, salami, tomato sauce with mozzarella sauce","695.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","12"" Firewood Pizza","","650.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","12"" Firewood Pizza","Tomato sauce, chicken chhoyla and mozzarella cheese","695.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","12"" Firewood Pizza","Smoked chicken, bell paper, corn, jalapeno pepper, olives, onion, tomato sauce with mozzarella cheese","710.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","12"" Firewood Pizza","Tomato sauce, bell paper, corn, jalapeno pepper with mozzarella cheese, olives, onion","630.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","12"" Firewood Pizza","White sauce, mozzarella cheese and bacon","695.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","12"" Firewood Pizza","White sauce, mozzarella cheese and mushroom","650.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","12"" Firewood Pizza","White sauce, mozzarella cheese and smoked chicken","695.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","12"" Firewood Pizza","","675.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","12"" Firewood Pizza","Seasonal Grilled veg with mozzarella cheese","650.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Extra Toppings on Pizza","","150.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Extra Toppings on Pizza","","195.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Extra Toppings on Pizza","","95.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Extra Toppings on Pizza","","195.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Extra Toppings on Pizza","","135.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Extra Toppings on Pizza","","135.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Extra Toppings on Pizza","","75.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Extra Toppings on Pizza","","75.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Extra Toppings on Pizza","","195.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Extra Toppings on Pizza","","125.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Extra Toppings on Pizza","","150.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Extra Toppings on Pizza","","125.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Extra Toppings on Pizza","","195.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Extra Toppings on Pizza","","195.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Extra Toppings on Pizza","","100.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Extra Toppings on Pizza","","195.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Extra Toppings on Pizza","","75.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Extra Toppings on Pizza","","100.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Extra Toppings on Pizza","","150.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Appetizer (Non-Veg)","","465.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Appetizer (Non-Veg)","","425.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Appetizer (Non-Veg)","","425.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Appetizer (Non-Veg)","","495.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Appetizer (Non-Veg)","","795.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Appetizer (Non-Veg)","","650.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Appetizer (Non-Veg)","","795.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Appetizer (Non-Veg)","","450.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Appetizer (Non-Veg)","","795.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Appetizer (Non-Veg)","","425.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Appetizer (Non-Veg)","","425.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Appetizer (Non-Veg)","","425.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Appetizer (Non-Veg)","","410.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Appetizer (Non-Veg)","","450.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Appetizer (Non-Veg)","","450.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Appetizer (Non-Veg)","","410.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Appetizer (Non-Veg)","","465.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Appetizer (Non-Veg)","","950.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Appetizer (Non-Veg)","","410.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Appetizer (Non-Veg)","","650.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Appetizer (Veg)","","250.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Appetizer (Veg)","","375.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Appetizer (Veg)","","310.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Appetizer (Veg)","","375.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Appetizer (Veg)","","320.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Appetizer (Veg)","","395.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Appetizer (Veg)","","395.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Appetizer (Veg)","","235.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Appetizer (Veg)","","375.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Appetizer (Veg)","","395.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Appetizer (Veg)","","295.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Appetizer (Veg)","","225.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Appetizer (Veg)","","375.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Soups & Salad","","310.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Soups & Salad","","280.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Soups & Salad","Fresh farm lettuce, tomato, onion with balsamic vinegar dressing and chicken","450.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Soups & Salad","Fresh farm lettuce, tomato, onion with balsamic vinegar dressing","350.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Soups & Salad","","310.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Soups & Salad","","320.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Soups & Salad","","395.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Soups & Salad","","310.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Soups & Salad","","455.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Soups & Salad","","295.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Soups & Salad","Kanchan cheese, smoked chicken, grilled prawn with creamy dressing","695.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Soups & Salad","Mix lettuce with caesar dressing and smoked chicken","450.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Soups & Salad","Mix lettuce with caesar dressing","350.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Soups & Salad","Cucumber, raddish and carrot,","255.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Soups & Salad","Chopped onion,carrot, bell pepper, cucumber,tomato with italian dressing","430.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Pasta","Tossed with bacon, cheese, egg yolk with cream sauce","495.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Pasta","Tossed with mushroom, cheese with cream sauce","425.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Pasta","Served with chicken meat sauce and tomato sauce with cheese","475.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Pasta","Tomato sauce, olive and capers with cheese","425.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Pasta","Smoked chicken, olive, tomato sauce capers, cheese","495.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Pasta","","395.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Sandwich","Served with french fries and coleslaw","450.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Sandwich","Served with french fries and coleslaw","350.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Sandwich","Served with french fries and coleslaw","375.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Mo:Mo","","295.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Mo:Mo","","325.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Mo:Mo","","325.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Mo:Mo","","225.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Mo:Mo","","250.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Mo:Mo","","250.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Sizzler Dish","Leg part chicken topped with mustard sauce, accompaniment with vegetable and noodle","650.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Sizzler Dish","Grilled fish topped with mustard sauce, accompaniment with vegetable and noodle","650.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Sizzler Dish","Grilled fresh trout grilled topped with mustard sauce, accompaniment with vegetable and noodle","950.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Sizzler Dish","Vegetable cutlet topped with mustard sauce, accompaniment with vegetable and noodle","495.00"
"Bricks Cafe Firewood Pizza","https://foodmandu.com/Restaurant/Details/188","Kupondole","Rs. 500.00","10 %","( Buy Any Two Pizza And Get One Chicken Momo Free )","Sekuwa (BBQ)","","455.00"
